date,location_key,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,new_recovered,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_recovered,cumulative_tested,new_hospitalized_patients,new_intensive_care_patients,new_ventilator_patients,cumulative_hospitalized_patients,cumulative_intensive_care_patients,cumulative_ventilator_patients,current_hospitalized_patients,current_intensive_care_patients,current_ventilator_patients,mobility_transit_stations,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_residential,mobility_workplaces,wikidata_id,datacommons_id,openstreetmap_id,latitude,longitude,location_geometry,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm
2020-08-09,PK,PK,Pakistan,,,,,PK,PAK,0,539,15,,20495,284660,6097,,2147584,,,,,,,,,,-16,-24,-12,-1,4,-5,Q843,country/PAK,307573,,,,32.458333,27.965278,37.423611,0,
2020-08-10,PK,PK,Pakistan,,,,,PK,PAK,0,531,15,,18227,285191,6112,,2165811,,,,,,,,,,-6,-3,7,11,5,-20,Q843,country/PAK,307573,,,,31.648148,27.833333,37.277778,4.995333,
2020-08-11,PK,PK,Pakistan,,,,,PK,PAK,0,730,17,,20631,285921,6129,,2186442,,,,,,,,,,-8,-6,3,9,4,-19,Q843,country/PAK,307573,,,,32.932099,27.864198,37.611111,30.056667,
2020-08-12,PK,PK,Pakistan,,,,,PK,PAK,0,753,10,,19222,286674,6139,,2205664,,,,,,,,,,-8,-8,0,7,5,-19,Q843,country/PAK,307573,,,,34.1875,29.1875,39.375,0,
2020-08-14,PK,PK,Pakistan,,,,,PK,PAK,0,747,9,,23722,288047,6162,,2253131,,,,,,,,,,-11,-9,-7,30,11,-58,Q843,country/PAK,307573,,,,33.097222,29.909722,37.75,1.23825,
2020-08-15,PK,PK,Pakistan,,,,,PK,PAK,0,670,6,,24022,288717,6168,,2277153,,,,,,,,,,-11,-12,-3,5,5,-16,Q843,country/PAK,307573,,,,33.25,28.923611,37.625,1.23825,
2020-08-16,PK,PK,Pakistan,,,,,PK,PAK,0,498,7,,22448,289215,6175,,2299601,,,,,,,,,,-10,-13,-7,4,3,-2,Q843,country/PAK,307573,,,,34.326389,29.902778,38.986111,0,
2020-08-17,PK,PK,Pakistan,,,,,PK,PAK,0,617,15,,17612,289832,6190,,2317213,,,,,,,,,,-3,-1,7,14,4,-18,Q843,country/PAK,307573,,,,34.555556,30.159722,39.722222,0,
2020-08-19,PK,PK,Pakistan,,,,,PK,PAK,0,1126,19,,23680,290958,6209,,2363752,,,,,,,,,,-8,-6,0,12,4,-17,Q843,country/PAK,307573,,,,33.243056,28.875,38.638889,0.98425,
2020-08-20,PK,PK,Pakistan,,,,,PK,PAK,0,630,10,,25613,291588,6219,,2389365,,,,,,,,,,-13,-7,-2,9,5,-20,Q843,country/PAK,307573,,,,29,26.277778,33.138889,9.11225,
2020-08-21,PK,PK,Pakistan,,,,,PK,PAK,0,586,12,,25537,292174,6231,,2414902,,,,,,,,,,-15,-13,-7,7,7,-20,Q843,country/PAK,307573,,,,30.246914,25.95679,34.709877,10.216444,
2020-08-22,PK,PK,Pakistan,,,,,PK,PAK,0,591,4,,24956,292765,6235,,2439858,,,,,,,,,,-15,-11,-3,6,6,-12,Q843,country/PAK,307573,,,,31.25,27.222222,35.340278,0.127,
2020-08-24,PK,PK,Pakistan,,,,,PK,PAK,0,946,20,,24231,293711,6255,,2487744,,,,,,,,,,-8,2,8,17,5,-16,Q843,country/PAK,307573,,,,31.819444,28.152778,36.125,0,
2020-08-25,PK,PK,Pakistan,,,,,PK,PAK,0,482,12,,24593,294193,6267,,2512337,,,,,,,,,,-14,-11,-6,11,8,-27,Q843,country/PAK,307573,,,,31.083333,27.423611,35.048611,0,
2020-08-26,PK,PK,Pakistan,,,,,PK,PAK,0,445,7,,23441,294638,6274,,2535778,,,,,,,,,,-13,-8,-2,10,6,-20,Q843,country/PAK,307573,,,,28.222222,26,32.0625,2.50825,
2020-08-27,PK,PK,Pakistan,,,,,PK,PAK,0,415,9,,23483,295053,6283,,2559261,,,,,,,,,,-22,-21,-18,-1,8,-29,Q843,country/PAK,307573,,,,28.520833,25.263889,32.263889,21.2725,
2020-08-29,PK,PK,Pakistan,,,,,PK,PAK,0,264,4,,21434,295636,6288,,2603129,,,,,,,,,,-38,-37,-29,-9,13,-52,Q843,country/PAK,307573,,,,30.527778,26.486111,34.402778,0.127,
2020-08-30,PK,PK,Pakistan,,,,,PK,PAK,0,213,6,,18017,295849,6294,,2621146,,,,,,,,,,-50,-47,-46,-21,9,-45,Q843,country/PAK,307573,,,,30.625,26.638889,35.388889,0.635,
2020-08-31,PK,PK,Pakistan,,,,,PK,PAK,0,300,4,,20922,296149,6298,,2642068,,,,,,,,,,-14,4,8,15,4,-21,Q843,country/PAK,307573,,,,25.881944,23.138889,29.784722,5.969,
